webid,datetime,os,browser,response_time_ms,product,url
W_15,2019-08-22 12:42:10,win7,Firefox,1911,Fashion,https://static.ucshoppingcdn.com/content/services/structured-image/image.desktop.jpg/thought-leadership/article-image/socialsecurity_848x484.jpg
R_3,2019-08-22 12:42:54,win7,Mobile,6067,Shoes,https://static.ucshoppingcdn.com/web/2017.08.27-1385/common/assets/blue-ui.css
W_50,2019-08-22 12:42:57,xp,Chrome,6927,Sports,https://static.ucshoppingcdn.com/content/resource-bundles/digital-ui/1-8-0-23/en/bundles.json/logon.json
W_1,2019-08-22 12:43:03,Mac,Chrome,2659,Sports,https://secure07c.ucshopping.com/web/auth/dashboard#/dashboard/index/index
S_44,2019-08-22 12:43:13,win7,Mobile,4991,Accessories,https://rf15.ucshopping.com/activity
W_6,2019-08-22 12:43:18,linux,Safari,7298,Accessories,https://www.ucshopping.com/content/ucshopping-ux/en/structured/module/carousel/carousel-single-images/_jcr_content/module.html
R_56,2019-08-22 12:43:45,xp,IE,5278,Sports,https://resources.ucshopping.com/commonui/stylesheets/global_megamenu_nisi1.css
R_12,2019-08-22 12:44:26,win8,IE,1468,Fashion,https://static.ucshoppingcdn.com/content/card/logo.gif/0510-6654.gif
W_41,2019-08-22 12:45:09,win7,IE,1905,Accessories,https://resources.ucshopping.com/commonui/javascripts/nisi/ui/memoryStore.js
W_2,2019-08-22 12:46:14,Mac,IE,3276,Sports,https://static.ucshoppingcdn.com/content/services/structured-image/image.desktop.jpg/thought-leadership/article-image/moneyalk_858x483.jpg
W_66,2019-08-22 12:46:35,win8,Chrome,2702,Accessories,https://www.ucshopping.com/c/082717/etc/designs/ucshopping-ux/css/blue-ui.min.css
W_24,2019-08-22 12:47:13,win7,IE,1688,Accessories,https://aa.agkn.com/adscores/g.pixel
W_74,2019-08-22 12:47:15,xp,Mobile,2409,Fashion,https://www.ucshopping.com/c/082717/etc/designs/ucshopping-ux/css/fonts/opensans.woff
W_98,2019-08-22 12:47:24,win8,Chrome,609,Fashion,https://static.ucshoppingcdn.com/content/resource-bundles/digital-ui/1-8-0-23/en/bundles.json/campaign.json
R_30,2019-08-22 12:47:45,win7,Chrome,815,Shoes,https://static.ucshoppingcdn.com/content/services/structured-image/image.desktop.jpg/thought-leadership/hero-image/anthonychanssummer-pe-image-858x483.jpg
W_79,2019-08-22 12:47:51,win7,Chrome,2416,Sports,https://static.ucshoppingcdn.com/web/library/blue-view/dist/blue-view/2.8.1/js/main.js
W_2,2019-08-22 12:47:56,win7,Chrome,2124,Fashion,https://ad.doubleclick.net/ddm/activity/src=2348471;dc_pre=CI_U2_zhoNYCFQf4ZAodpboJIA;type=myacc170;cat=Chase0;u1=;u2=0576853413;u3=20C73196C512F020;u8=;u20=125832920;ord=516817367
W_7,2019-08-22 12:48:35,win7,Mobile,3742,Fashion,https://static.ucshoppingcdn.com/web/2017.08.27-1385/dashboard/js/boot.js
W_95,2019-08-22 12:48:49,win8,IE,4106,Shoes,https://static.ucshoppingcdn.com/content/faq/digital-ui/en/featured.json/CCI/BAC.json
R_54,2019-08-22 12:49:09,win7,IE,6089,Shoes,https://rf15.ucshopping.com/wsb/15629/poe/59242226
W_77,2019-08-22 12:49:26,win8,Chrome,648,Fashion,https://sites.ucshopping.com/services/creatives/private/native-dynamic-ads.json/content/Creatives/Private/NativeBanner/2017/Card/Multi-Card/50755_static_augustincomecapturenativebancwo5682.json
W_57,2019-08-22 12:49:41,win7,Firefox,4601,Fashion,https://sites.ucshopping.com/content/Creatives/Public/Triplets/2017/Retail/50748_static_checkingawarenesstriplet5676.dynamic.html
W_41,2019-08-22 12:50:43,win8,Mobile,2473,Fashion,https://secure07c.ucshopping.com/web/auth/dashboard#/dashboard/index
R_20,2019-08-22 12:51:09,win7,Firefox,1684,Accessories,https://resources.ucshopping.com/commonui/stylesheets/global_megamenu.col.css
S_73,2019-08-22 12:51:17,xp,Firefox,5974,Fashion,https://static.ucshoppingcdn.com/web/2017.08.27-1385/dashboard/js/template/common/siteMaintenanceModal.js
W_3,2019-08-22 12:51:18,win8,Chrome,5067,Shoes,https://www.ucshopping.com/c/082717/etc/designs/ucshopping-ux/clientlibs/chase-ux/js/dist/chase-ux.min.js
W_10,2019-08-22 12:51:25,win7,Chrome,5985,Fashion,https://sites.ucshopping.com/content/services/structured-image/image.desktop.jpg/XCRT/Triplets/2017/Retail/50748_Checking_Overview_Desktop_Triplet_5676.jpg
W_72,2019-08-22 12:51:40,win7,IE,1988,Accessories,https://static.ucshoppingcdn.com/web/2017.08.27-1385/logon/assets/logon.css
R_72,2019-08-22 12:52:58,win7,Safari,5971,Sports,https://static.ucshoppingcdn.com/content/dam/cpo-static/images/ucshopping-octogon-black.png
W_35,2019-08-22 12:53:14,win8,Chrome,2451,Sports,https://www.ucshopping.com/c/082717/etc/designs/ucshopping-ux/css/img/EHL-Slice.png
R_21,2019-08-22 12:53:21,win8,Chrome,3910,Shoes,https://static.ucshoppingcdn.com/content/carousels/digital-ui/en/help-and-support.json
R_84,2019-08-22 12:53:23,win8,Chrome,6073,Sports,https://static.ucshoppingcdn.com/web/2017.08.27-1385/common/assets/blue-ui.css
W_99,2019-08-22 12:53:30,Mac,Mobile,3773,Fashion,https://static.ucshoppingcdn.com/web/2017.08.27-1385/blue-ui/dist/blue-ui/js/main.js
W_84,2019-08-22 12:53:38,linux,IE,5429,Accessories,https://analytics.twitter.com/i/adsct
S_99,2019-08-22 12:53:42,win7,Chrome,1120,Fashion,https://static.ucshoppingcdn.com/content/card/logo.json/0459-1868.json
W_40,2019-08-22 12:54:01,win7,Chrome,1226,Fashion,https://static.ucshoppingcdn.com/content/card/benefits-center/en/list.json
R_21,2019-08-22 12:54:31,win7,Chrome,2339,Fashion,https://resources.ucshopping.com/jpmcjs/jpmc/wire.js
S_26,2019-08-22 12:54:35,xp,Mobile,4231,Fashion,https://s.xp1.ru4.com/activity
W_9,2019-08-22 12:55:21,Mac,IE,1966,Fashion,https://resources.ucshopping.com/commonui/stylesheets/ucshopping3-payment.css
R_62,2019-08-22 12:55:24,Mac,Mobile,2382,Fashion,https://static.ucshoppingcdn.com/content/services/structured-image/image.mega.png/carousels/slide/pb.png
R_62,2019-08-22 12:55:33,win7,Chrome,4277,Fashion,https://static.ucshoppingcdn.com/content/faq/digital-ui/en/featured.json/CCI/BAC.json
W_36,2019-08-22 12:56:09,xp,Firefox,7231,Fashion,https://static.ucshoppingcdn.com/web/2017.08.27-1385/logonbox/js/boot.js
W_80,2019-08-22 12:56:27,win7,IE,6892,Sports,https://static.ucshoppingcdn.com/content/services/structured-image/image.mega.png/carousels/slide/dashboard.png
W_34,2019-08-22 12:56:52,win8,Chrome,3135,Sports,https://rf15.ucshopping.com/activity
S_16,2019-08-22 12:57:09,Mac,Chrome,3177,Accessories,https://resources.ucshopping.com/commonui/javascripts/nisi/ui/memoryStore.js
R_39,2019-08-22 12:58:26,xp,IE,1954,Sports,https://rf15.ucshopping.com/activity
R_16,2019-08-22 12:58:44,win7,Chrome,2245,Fashion,https://static.ucshoppingcdn.com/web/2017.08.27-1385/dashboard/assets/dashboard.css
W_8,2019-08-22 12:59:06,win7,IE,4060,Accessories,https://static.ucshoppingcdn.com/web/2017.08.27-1385/dashboard/js/boot.js
R_9,2019-08-22 12:59:38,win7,Chrome,2352,Fashion,https://ad.doubleclick.net/activity;dc_pre=COrb2_zhoNYCFUn2ZAodPj4PbA;src=2299144;type=e-cus110;cat=credi749;u10=0576853413;u20=125832920;u18=20C73196C512F020;ord=739323706
W_56,2019-08-22 12:59:38,win7,Chrome,1988,Accessories,https://mfasa.ucshopping.com/auth/alogin.jsp
R_9,2019-08-22 12:59:52,Mac,Mobile,5886,Accessories,https://sites.ucshopping.com/services/creatives/private/native-dynamic-ads.json/content/Creatives/Private/NativeBanner/2017/Card/Multi-Card/50755_static_augustincomecapturenativebancwo5682.json
W_91,2019-08-22 12:59:55,win7,Firefox,4772,Shoes,https://static.ucshoppingcdn.com/content/card/logo.json/0459-1868.json
W_91,2019-08-22 01:00:30,win8,Chrome,2027,Accessories,https://static.ucshoppingcdn.com/content/legal-disclaimers/digital-ui/en/categories/box-disclaimers.json
W_72,2019-08-22 01:00:32,win7,Chrome,4879,Fashion,https://rf15.ucshopping.com/activity
W_36,2019-08-22 01:00:38,win7,Safari,1297,Sports,https://www.ucshopping.com/online/Home/images/wa01.gif
R_9,2019-08-22 01:00:42,win7,IE,4949,Sports,https://static.ucshoppingcdn.com/web/library/blue-boot/dist/blue-boot/2.11.1/js/boot.js
S_20,2019-08-22 01:01:48,win7,Chrome,1590,Accessories,https://static.ucshoppingcdn.com/web/library/blue-core/dist/blue/2.9.0/js/main.js
W_14,2019-08-22 01:01:50,win7,Chrome,3516,Shoes,https://analytics.twitter.com/i/adsct
W_15,2019-08-22 01:03:13,win7,Opera,851,Sports,https://www.ucshopping.com/apps/services/tagmanager/cpo/customerService/helpAndSupport/accountHelpAndSupport/requestVoiceOfTheCustomerSurveyOptionOverlay
R_4,2019-08-22 01:03:19,win7,IE,5464,Shoes,https://rrc.rlcdn.com/395556.gif
W_1,2019-08-22 01:03:29,Mac,Chrome,3754,Sports,https://www.ucshopping.com/content/ucshopping-ux/en/structured/module/geoimage/ad-geo/_jcr_content/module.html
W_87,2019-08-22 01:03:35,Mac,Mobile,6114,Accessories,https://static.ucshoppingcdn.com/web/library/blue-vendor/dist/blue-vendor/2.8.1/js/main.js
W_85,2019-08-22 01:04:31,win8,Mobile,3789,Fashion,https://static.ucshoppingcdn.com/web/2017.08.27-1385/dashboard/js/view/accounts/mixins/printActivity.js
R_14,2019-08-22 01:04:51,linux,Chrome,585,Fashion,https://static.ucshoppingcdn.com/web/2017.08.27-1385/common/assets/fonts/dcefont.woff
R_68,2019-08-22 01:04:52,win8,Chrome,9395,Accessories,https://rf15.ucshopping.com/activity
W_35,2019-08-22 01:06:27,win7,Mobile,2850,Fashion,https://static.ucshoppingcdn.com/content/resource-bundles/digital-ui/1-8-0-23/en/bundles.json/logon.json
W_29,2019-08-22 01:06:30,xp,Firefox,5829,Sports,https://static.ucshoppingcdn.com/content/card/logo.gif/0510-6654.gif
W_53,2019-08-22 01:06:44,xp,Safari,519,Sports,https://ad.doubleclick.net/ddm/activity/src=2348471;dc_pre=CNrU1c_hoNYCFc6SZAodKH8LoQ;type=cpcod356;cat=cpcch0;u1=;u2=;u3=20C73196C512F020;u8=;u20=;ord=339580418
W_84,2019-08-22 01:07:01,win8,Chrome,7116,Shoes,https://static.ucshoppingcdn.com/web/library/blue-core/dist/blue/2.9.0/js/main.js
R_77,2019-08-22 01:07:42,win8,Chrome,696,Fashion,https://static.ucshoppingcdn.com/web/library/blue-vendor/dist/blue-vendor/2.8.1/js/main.js
R_92,2019-08-22 01:08:04,win7,IE,5950,Sports,https://static.ucshoppingcdn.com/web/library/blue-view/dist/blue-view/2.8.1/js/main.js
R_50,2019-08-22 01:08:12,win7,Safari,4624,Sports,https://www.ucshopping.com/apps/services/tagmanager/cpo/accounts/accounts
W_2,2019-08-22 01:09:02,Mac,Chrome,6056,Fashion,https://static.ucshoppingcdn.com/content/resource-bundles/digital-ui/1-8-0-23/en/bundles.json/accounts.json
W_5,2019-08-22 01:09:13,win7,IE,6690,Sports,https://static.ucshoppingcdn.com/web/library/blue-app/dist/blue-app/2.9.1/js/main.js
W_2,2019-08-22 01:09:17,win7,Chrome,2895,Sports,https://static.ucshoppingcdn.com/web/library/blue-vendor/dist/blue-vendor/2.8.1/js/main.js
W_31,2019-08-22 01:09:22,win7,Safari,1626,Sports,https://rf15.ucshopping.com/activity
R_8,2019-08-22 01:09:55,Mac,IE,6022,Fashion,https://resources.ucshopping.com/commonui/stylesheets/ucshopping3-payment.css
R_35,2019-08-22 01:10:19,win7,Chrome,6080,Sports,https://www.ucshopping.com/apps/services/tagmanager/cpo/intercept/intercept/updateMyIncome/requestUpdateMyIncome
W_14,2019-08-22 01:10:23,win7,Firefox,1678,Sports,https://sites.ucshopping.com/content/Creatives/Public/Heroes/2017/Other/hurricane_irma_2017hero.dynamic.html
R_70,2019-08-22 01:10:30,win7,IE,1620,Fashion,https://static.ucshoppingcdn.com/content/carousels/digital-ui/en/help-and-support.json
W_47,2019-08-22 01:10:32,win7,Firefox,2375,Sports,https://ad.doubleclick.net/ddm/activity/src=2348471;type=myacc170;cat=accou0;u1=;u2=0576853413;u3=20C73196C512F020;u8=;u20=125832920;ord=694080873
R_46,2019-08-22 01:10:47,win7,Chrome,7163,Accessories,https://www.ucshopping.com/c/082717/etc/designs/ucshopping-ux/css/fonts/opensans-light.woff
R_89,2019-08-22 01:11:31,xp,Chrome,6466,Fashion,https://static.ucshoppingcdn.com/content/resource-bundles/digital-ui/1-8-0-23/en/bundles.json/PERSONAL/convoDeck.json
R_73,2019-08-22 01:11:44,xp,IE,7265,Sports,https://static.ucshoppingcdn.com/content/card/logo.gif/0459-1868.gif
R_78,2019-08-22 01:12:06,win8,Chrome,8283,Sports,https://static.ucshoppingcdn.com/web/2017.08.27-1385/common/assets/img/logos/wordmark-white.svg
W_24,2019-08-22 01:13:01,win8,Chrome,4159,Sports,https://ad.doubleclick.net/activity;src=2299144;type=e-cus110;cat=credi749;u10=0576853413;u20=125832920;u18=20C73196C512F020;ord=152105518
W_87,2019-08-22 01:13:39,win7,Mobile,1782,Fashion,https://www.ucshopping.com/apps/services/tagmanager/cpo/accounts/accounts
W_89,2019-08-22 01:13:39,win7,Chrome,5560,Shoes,https://sites.ucshopping.com/services/creatives/private/native-dynamic-ads.json/content/Creatives/Private/NativeBanner/2017/Card/Multi-Card/50755_static_augustincomecapturenativebancwo5682.json
S_64,2019-08-22 01:13:43,Mac,Mobile,1777,Shoes,https://rf15.ucshopping.com/meta
W_99,2019-08-22 01:13:56,win7,Chrome,2353,Shoes,https://www.ucshopping.com/apps/services/tagmanager/cpo/customerService/helpAndSupport/accountContactUs
W_89,2019-08-22 01:13:58,win7,Chrome,2232,Sports,https://ad.doubleclick.net/activity;dc_pre=COLNkuvhoNYCFQvuZAodDC4DYg;src=2299144;type=e-cus110;cat=credi749;u10=0576853413;u20=125832920;u18=20C73196C512F020;ord=782673174
W_42,2019-08-22 01:14:09,win7,IE,2646,Sports,https://static.ucshoppingcdn.com/content/legal-disclaimers/digital-ui/en/categories/box-disclaimers.json
W_41,2019-08-22 01:14:22,win7,IE,1733,Shoes,https://static.ucshoppingcdn.com/content/services/structured-image/image.mega.jpg/carousels/slide/slideshow-thumb-alerts-650x366.jpg
W_16,2019-08-22 01:14:24,win7,Chrome,8144,Fashion,https://secure07c.ucshopping.com/events/dtagent6322__1016.js
S_78,2019-08-22 01:14:40,win8,Chrome,790,Accessories,https://sites.ucshopping.com/content/services/structured-image/image.banner.jpg/XCRT/Native/Banner/2017/49635_IC1610_Paperless_Native_Banner_90x90_050317.jpg
R_96,2019-08-22 01:14:55,win7,Chrome,2490,Shoes,https://rf15.ucshopping.com/activity
W_13,2019-08-22 01:15:02,win7,Firefox,2660,Shoes,https://static.ucshoppingcdn.com/web/2017.08.27-1385/dashboard/js/view/accounts/mixins/printActivity.js
W_50,2019-08-22 01:15:11,win7,Chrome,4097,Sports,https://ucshoppingonline.ucshopping.com/Themes/default/css/style_new.css
W_26,2019-08-22 01:15:39,nt,Chrome,7480,Accessories,https://static.ucshoppingcdn.com/content/resource-bundles/digital-ui/1-8-0-23/en/bundles.json/PERSONAL/convoDeck.json
R_67,2019-08-22 01:15:55,linux,Chrome,2595,Fashion,https://secure07c.ucshopping.com/events/dtagent6322__1016.js
R_5,2019-08-22 01:16:26,win7,Mobile,7631,Fashion,https://static.ucshoppingcdn.com/content/card/logo.json/0478-6621.json
S_23,2019-08-22 01:16:27,win7,Chrome,5276,Sports,https://analytics.twitter.com/i/adsct
W_43,2019-08-22 01:16:29,nt,Safari,8372,Shoes,https://ucshoppingonline.ucshopping.com/Themes/default/css/style_new.css
S_55,2019-08-22 01:17:29,win7,Mobile,993,Sports,https://p.rfihub.com/cm
S_65,2019-08-22 01:17:36,win7,IE,7634,Fashion,https://t.co/i/adsct
W_12,2019-08-22 01:17:57,xp,Chrome,1149,Fashion,https://sites.ucshopping.com/services/campaignmanagement/clientconfig.slotplacementconfig.js
S_41,2019-08-22 01:18:09,win7,IE,706,Sports,https://rf15.ucshopping.com/activity
W_3,2019-08-22 01:18:26,win7,Mobile,5414,Sports,https://www.ucshopping.com/c/082717/etc/designs/ucshopping-ux/css/fonts/opensans-light.woff
W_49,2019-08-22 01:18:41,win7,Firefox,3165,Sports,https://static.ucshoppingcdn.com/content/geo-images/images/background.desktop.day.8.jpeg
W_91,2019-08-22 01:18:51,win7,Mobile,1415,Fashion,https://rf15.ucshopping.com/activity
R_90,2019-08-22 01:19:16,win7,Opera,3945,Accessories,https://mfasa.ucshopping.com/auth/js/json.js
S_14,2019-08-22 01:19:26,win7,IE,972,Fashion,https://static.ucshoppingcdn.com/content/resource-bundles/digital-ui/1-8-0-23/en/bundles.json/app.json
W_81,2019-08-22 01:19:35,nt,IE,2043,Accessories,https://static.ucshoppingcdn.com/content/services/structured-image/image.desktop.jpg/thought-leadership/article-image/socialsecurity_848x484.jpg
W_28,2019-08-22 01:19:50,xp,Firefox,3716,Sports,https://www.ucshopping.com/c/082717/etc/designs/ucshopping-ux/css/fonts/opensans-bold.woff
W_38,2019-08-22 01:19:52,xp,Firefox,1695,Accessories,https://resources.ucshopping.com/commonui/javascripts/nisi/nisi.js
S_10,2019-08-22 01:20:19,xp,Firefox,5377,Fashion,https://idsync.rlcdn.com/452549.gif
S_66,2019-08-22 01:21:10,win7,IE,2712,Sports,https://secure07c.ucshopping.com/web/auth/dashboard#/dashboard/index
R_57,2019-08-22 01:21:12,linux,IE,2986,Fashion,https://p.rfihub.com/cm
R_68,2019-08-22 01:21:38,xp,Firefox,8022,Fashion,https://resources.ucshopping.com/jpmcjs/jpmc/wire.js
W_39,2019-08-22 01:22:48,win7,Firefox,2458,Shoes,https://ad.doubleclick.net/activity;dc_pre=COrb2_zhoNYCFUn2ZAodPj4PbA;src=2299144;type=e-cus110;cat=credi749;u10=0576853413;u20=125832920;u18=20C73196C512F020;ord=739323706
S_63,2019-08-22 01:23:27,win7,Firefox,6262,Shoes,https://s.xp1.ru4.com/activity
W_66,2019-08-22 01:23:39,win7,Mobile,5556,Fashion,https://static.ucshoppingcdn.com/content/dam/cpo-static/fonts/opensans-regular.woff
W_79,2019-08-22 01:24:07,win8,Chrome,3268,Accessories,https://rf15.ucshopping.com/wsb/15629/poe/59242226
W_82,2019-08-22 01:24:44,win7,Firefox,2188,Sports,https://static.ucshoppingcdn.com/content/resource-bundles/digital-ui/1-8-0-23/en/bundles.json/profile.json
W_69,2019-08-22 01:24:53,Mac,Chrome,1292,Fashion,https://ucshoppingonline.ucshopping.com/js/NisiUtils.js
R_30,2019-08-22 01:26:19,win7,IE,1230,Fashion,https://ad.doubleclick.net/ddm/activity/src=2348471;type=myacc170;cat=accou0;u1=;u2=0576853413;u3=20C73196C512F020;u8=;u20=125832920;ord=313989536
W_77,2019-08-22 01:26:53,win7,Chrome,5509,Shoes,https://static.ucshoppingcdn.com/web/2017.08.27-1385/common/assets/blue-ui.css
R_65,2019-08-22 01:26:54,win7,Chrome,3253,Accessories,https://www.ucshopping.com/online/Home/images/wa01.gif
R_45,2019-08-22 01:27:13,win7,IE,5381,Sports,https://ad.doubleclick.net/ddm/activity/src=2348471;dc_pre=CLrm2_zhoNYCFQvuZAodDC4DYg;type=myacc170;cat=accou0;u1=;u2=0576853413;u3=20C73196C512F020;u8=;u20=125832920;ord=694080873
W_4,2019-08-22 01:27:26,Mac,Chrome,3093,Fashion,https://resources.ucshopping.com/commonui/images/select-dropdown.png
R_36,2019-08-22 01:27:50,linux,Mobile,9119,Sports,https://static.ucshoppingcdn.com/content/services/structured-image/image.desktop.jpg/thought-leadership/article-image/essential_retirement_strategies.jpg
W_18,2019-08-22 01:28:07,win7,Mobile,6306,Fashion,https://resources.ucshopping.com/commonui/stylesheets/ucshopping3-payment.css
S_23,2019-08-22 01:29:07,win7,Chrome,3470,Sports,https://ad.doubleclick.net/ddm/activity/src=2348471;type=myacc170;cat=Chase0;u1=;u2=0576853413;u3=20C73196C512F020;u8=;u20=125832920;ord=135946175
W_68,2019-08-22 01:29:11,win7,Chrome,1791,Shoes,https://www.ucshopping.com/c/082717/etc/designs/ucshopping-ux/clientlibs/chase-ux/js/dist/chase-ux.min.js
W_61,2019-08-22 01:29:49,nt,Chrome,1858,Fashion,https://stags.bluekai.com/site/51223
W_47,2019-08-22 01:31:00,xp,Safari,2049,Fashion,https://rf15.ucshopping.com/activity
W_3,2019-08-22 01:31:06,win7,Chrome,5019,Fashion,https://static.ucshoppingcdn.com/web/library/blue-core/dist/blue/2.9.0/js/main.js
R_14,2019-08-22 01:31:32,win7,Safari,5279,Sports,https://static.ucshoppingcdn.com/content/services/structured-image/image.mega.png/carousels/slide/pb.png
R_75,2019-08-22 01:31:43,Mac,Mobile,4169,Shoes,https://static.ucshoppingcdn.com/web/2017.08.27-1385/dashboard/js/boot.js
R_98,2019-08-22 01:31:44,win7,Safari,7171,Sports,https://static.ucshoppingcdn.com/web/2017.08.27-1385/common/assets/img/bwline.png
S_65,2019-08-22 01:31:50,win7,IE,4127,Sports,https://ucshoppingonline.ucshopping.com/js/Reporting.js
W_15,2019-08-22 01:32:06,linux,Chrome,8031,Fashion,https://ad.doubleclick.net/activity;src=2299144;type=e-cus110;cat=credi749;u10=0576853413;u20=125832920;u18=20C73196C512F020;ord=495467994
R_8,2019-08-22 01:32:19,win7,Firefox,7310,Fashion,https://ad.doubleclick.net/ddm/activity/src=2348471;dc_pre=CMfPkuvhoNYCFQvmZAodj2EGug;type=myacc170;cat=accou0;u1=;u2=0576853413;u3=20C73196C512F020;u8=;u20=125832920;ord=413491693
W_26,2019-08-22 01:32:25,win7,Mobile,597,Fashion,https://resources.ucshopping.com/commonui/stylesheets/ucshopping3Nisi1.css
W_26,2019-08-22 01:33:35,xp,Chrome,6046,Fashion,https://static.ucshoppingcdn.com/content/services/structured-image/image.desktop.jpg/thought-leadership/hero-image/anthonychanssummer-pe-image-858x483.jpg
R_85,2019-08-22 01:34:27,win7,Chrome,3098,Shoes,https://static.ucshoppingcdn.com/web/2017.08.27-1385/dashboard/js/view/common/siteMaintenanceModal.js
W_21,2019-08-22 01:34:48,Mac,Chrome,6208,Fashion,https://www.ucshopping.com/c/082717/etc/designs/ucshopping-ux/css/fonts/opensans.woff
W_98,2019-08-22 01:34:55,xp,Chrome,3573,Accessories,https://rf15.ucshopping.com/wsb/15629/poe/59242226
R_99,2019-08-22 01:35:03,win7,Chrome,5544,Accessories,https://ucshoppingonline.ucshopping.com/Themes/default/css/style_new.css
W_86,2019-08-22 01:35:28,win7,Safari,736,Sports,https://static.ucshoppingcdn.com/web/2017.08.27-1385/dashboard/js/main.js
W_13,2019-08-22 01:35:54,win7,Chrome,1486,Fashion,https://static.ucshoppingcdn.com/content/resource-bundles/digital-ui/1-8-0-23/en/bundles.json/convoDeck.json
S_61,2019-08-22 01:36:30,linux,Mobile,5118,Shoes,https://www.ucshopping.com/c/082717/etc/designs/ucshopping-ux/css/fonts/opensans-bold.woff
R_75,2019-08-22 01:36:36,win7,Firefox,525,Fashion,https://static.ucshoppingcdn.com/web/2017.08.27-1385/dashboard/js/view/accounts/mixins/printActivity.js
W_21,2019-08-22 01:36:49,nt,Chrome,1427,Fashion,https://ucshoppingonline.ucshopping.com/Themes/default/css/style_new.css
W_81,2019-08-22 01:37:00,win8,Chrome,726,Fashion,https://rc.rlcdn.com/395556.gif
W_98,2019-08-22 01:37:22,Mac,Chrome,1970,Sports,https://www.ucshopping.com/c/082717/apps/ucshopping/clientlibs/foundation/scripts/Reporting.js
S_54,2019-08-22 01:37:44,win7,Safari,4354,Shoes,https://stags.bluekai.com/site/39254
W_27,2019-08-22 01:37:52,win8,Firefox,3164,Fashion,https://static.ucshoppingcdn.com/web/2017.08.27-1385/blue-ui/dist/blue-ui/js/main.js
R_29,2019-08-22 01:37:59,linux,Firefox,9331,Shoes,https://static.ucshoppingcdn.com/content/card/logo.json/0459-1868.json
R_46,2019-08-22 01:38:00,win7,Safari,2337,Shoes,https://rf15.ucshopping.com/activity
R_10,2019-08-22 01:38:03,win7,Chrome,3312,Fashion,https://static.ucshoppingcdn.com/web/library/blue-view/dist/blue-view/2.8.1/js/main.js
R_37,2019-08-22 01:38:56,xp,Firefox,540,Fashion,https://static.ucshoppingcdn.com/web/2017.08.27-1385/common/assets/blue-ui.css
W_91,2019-08-22 01:39:19,win7,Mobile,2481,Shoes,https://www.ucshopping.com/apps/services/tagmanager/cpo/accounts/creditCardAccount
R_68,2019-08-22 01:39:46,win7,Chrome,1432,Sports,https://resources.ucshopping.com/commonui/stylesheets/ucshopping3Nisi1.css
S_78,2019-08-22 01:39:49,win8,IE,2796,Accessories,https://sites.ucshopping.com/services/creatives/private/native-dynamic-ads.json/content/Creatives/Private/NativeBanner/2017/Card/Multi-Card/50755_static_augustincomecapturenativebancwo5682.json
W_69,2019-08-22 01:40:10,xp,IE,4151,Accessories,https://static.ucshoppingcdn.com/web/library/blue-core/dist/blue/2.9.0/js/main.js
R_40,2019-08-22 01:40:10,vista,Mobile,5820,Fashion,https://sites.ucshopping.com/apps/campaignmanagement/clientlibs/slotplacement/js/adframework.min.js
W_27,2019-08-22 01:40:13,win8,Chrome,7495,Fashion,https://static.ucshoppingcdn.com/web/2017.08.27-1385/dashboard/profile/js/main.js
R_94,2019-08-22 01:40:16,win7,Chrome,3632,Fashion,https://www.ucshopping.com/c/082717/etc/designs/ucshopping-ux/css/fonts/opensans-semibold.woff
R_24,2019-08-22 01:40:27,win8,Mobile,2349,Shoes,https://e.nexac.com/e/liveramp_sync.xgi
R_74,2019-08-22 01:40:27,win7,IE,967,Accessories,https://static.ucshoppingcdn.com/web/2017.08.27-1385/dashboard/js/boot.js
W_2,2019-08-22 01:40:34,Mac,Mobile,2383,Accessories,https://static.ucshoppingcdn.com/content/card/logo.gif/0510-6654.gif
W_8,2019-08-22 01:40:44,win7,Firefox,2193,Fashion,https://ucshoppingonline.ucshopping.com/Themes/default/css/style_new.css
R_47,2019-08-22 01:40:49,xp,Chrome,2829,Fashion,https://static.ucshoppingcdn.com/content/dam/cpo-static/images/ucshoppingfavicon.ico
W_64,2019-08-22 01:40:55,win7,Chrome,2053,Fashion,https://static.ucshoppingcdn.com/content/resource-bundles/digital-ui/1-8-0-23/en/bundles.json/markets.json
W_76,2019-08-22 01:41:03,vista,Chrome,2249,Sports,https://static.ucshoppingcdn.com/web/2017.08.27-1385/common/assets/blue-ui.css
R_60,2019-08-22 01:41:20,win7,Firefox,1277,Fashion,https://www.ucshopping.com/online/includes/javascript/jquery-1.6.4.min.js
W_57,2019-08-22 01:42:09,win7,IE,7510,Shoes,https://p.rfihub.com/cm
R_22,2019-08-22 01:42:10,win7,Chrome,858,Shoes,https://rf15.ucshopping.com/activity
R_34,2019-08-22 01:42:41,win8,Mobile,750,Accessories,https://static.ucshoppingcdn.com/web/2017.08.27-1385/common/assets/img/bwline.png
R_35,2019-08-22 01:42:50,win7,IE,1145,Accessories,https://static.ucshoppingcdn.com/web/2017.08.27-1385/dashboard/js/main.js
R_71,2019-08-22 01:43:31,linux,IE,7581,Accessories,https://resources.ucshopping.com/commonui/stylesheets/global_megamenu_nisi1.css
S_53,2019-08-22 01:43:43,win7,IE,3358,Shoes,https://www.ucshopping.com/apps/ucshopping/clientlibs/foundation/tagmanagerextensions.js
W_80,2019-08-22 01:43:56,xp,Chrome,4113,Sports,https://static.ucshoppingcdn.com/web/2017.08.27-1385/common/js/analytics/data/hooks.js
